,pattern,seed_relation,object,sent_id,b1,e1,b2,e2,sentence,ground_truth,term1,term2
114,SF13_ENG_005,per:title,owner,CONTEXT_POS_115,0,3,5,6,"Tahawwur Hussain Rana , the owner of a Chicago-based immigration service , was already facing a possible 30-year sentence in connection with plans to attack a Danish newspaper whose cartoons were offensive to much of the Islamic world .",correct,Tahawwur Hussain Rana,owner
115,SF13_ENG_006,per:age,13,CONTEXT_POS_116,3,4,1,2,"At 13 , Khan performed for a large audience for the first time , at a music conference in the holy city of Allahabad .",correct,Khan,13
116,SF13_ENG_006,per:age,87,CONTEXT_POS_117,0,3,54,55,"Ali Akbar Khan , the foremost virtuoso of the lutelike sarod , whose dazzling technique and gift for melodic invention , often on display in concert with his brother-in-law Ravi Shankar , helped popularize North Indian classical music in the West , died Thursday at his home in San Anselmo , Calif. He was 87 .",correct,Ali Akbar Khan,87
117,SF13_ENG_006,per:age,88,CONTEXT_POS_118,2,5,7,8,Indian maestro Ali Akbar Khan dead at 88,correct,Ali Akbar Khan,88
118,SF13_ENG_006,per:city_of_birth,Shibpur,CONTEXT_POS_119,0,1,18,19,"Khan , whose name is often preceded by the honorific Ustad , or master , was born in Shibpur , a small village in Bengal ( now Bangladesh ) .",correct,Khan,Shibpur
119,SF13_ENG_006,per:city_of_death,San Anselmo,CONTEXT_POS_120,0,3,48,50,"Ali Akbar Khan , the foremost virtuoso of the lutelike sarod , whose dazzling technique and gift for melodic invention , often on display in concert with his brother-in-law Ravi Shankar , helped popularize North Indian classical music in the West , died Thursday at his home in San Anselmo , Calif. He was 87 .",correct,Ali Akbar Khan,San Anselmo
120,SF13_ENG_006,per:country_of_death,United States,CONTEXT_POS_121,0,1,11,13,"Khan died at his music centre near San Francisco in the United States after a prolonged kidney ailment , the news agency said .",correct,Khan,United States
121,SF13_ENG_006,per:origin,Indian,CONTEXT_POS_122,3,6,0,1,Indian classical musician Ali Akbar Khan dies,correct,Ali Akbar Khan,Indian
122,SF13_ENG_006,per:other_family,Ravi Shankar,CONTEXT_POS_123,0,3,29,31,"Ali Akbar Khan , the foremost virtuoso of the lutelike sarod , whose dazzling technique and gift for melodic invention , often on display in concert with his brother-in-law Ravi Shankar , helped popularize North Indian classical music in the West , died Thursday at his home in San Anselmo , Calif. He was 87 .",correct,Ali Akbar Khan,Ravi Shankar
123,SF13_ENG_006,per:parents,Allauddin Khan,CONTEXT_POS_124,0,1,24,26,"Khan , who was named a national treasure by the Indian government in 1989 , carried on the musical traditions of his father , Allauddin Khan , whose ashram in East Bengal produced some of India 's most celebrated musicians , notably Shankar , the flutist Pannalal Ghosh and the sitarist Nikhil Banerjee .",correct,Khan,Allauddin Khan
124,SF13_ENG_006,per:siblings,Annapurna Devi,CONTEXT_POS_125,0,1,5,7,"Khan 's younger sister , Annapurna Devi , who later married Shankar , developed into an equally accomplished master of the surbahar , but custom prevented her from performing in public .",correct,Khan,Annapurna Devi
125,SF13_ENG_006,per:spouse,Mary,CONTEXT_POS_126,0,1,7,8,"Khan is survived by his wife , Mary ; seven sons , including Aasish , a renowned sarod player ; and four daughters .",correct,Khan,Mary
126,SF13_ENG_007,per:age,81,CONTEXT_POS_127,1,4,5,6,"Sheikh Mohammed Sayed Tantawi , 81 , died of a heart attack earlier Wednesday in Saudi Arabia .",correct,Mohammed Sayed Tantawi,81
127,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_128,13,16,21,23,"Tayeb , the president of Al-Azhar University since 2003 , succeeds Grand Imam Mohammed Sayed Tantawi , who died of a heart attack in Saudi Arabia on March 10 .",correct,Mohammed Sayed Tantawi,heart attack
128,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_129,1,4,10,12,"Sheikh Mohammed Sayed Tantawi , 81 , died of a heart attack earlier Wednesday in Saudi Arabia .",correct,Mohammed Sayed Tantawi,heart attack
129,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_130,1,4,28,30,"Sheikh Mohammed Sayed Tantawi , Grand Imam of Al-Azhar -- Sunni Islam 's highest seat of learning -- died on Wednesday in the Saudi Arabian capital after a heart attack , the official MENA agency reported .",correct,Mohammed Sayed Tantawi,heart attack
130,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_131,3,4,6,8,Top Sunni cleric Tantawi dies of heart attack,correct,Tantawi,heart attack
131,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_132,4,7,18,20,"Top Egyptian cleric Sheik Mohammed Sayed Tantawi , whose moderate views angered conservative Muslims , died of a heart attack Wednesday during a visit to Saudi Arabia , the state-owned news agency reported .",correct,Mohammed Sayed Tantawi,heart attack
132,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_133,6,7,11,13,An Egyptian official told AFP that Tantawi had died of a heart attack .,correct,Tantawi,heart attack
133,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_134,6,7,9,11,URGENT ¥¥¥ Grand Imam of Al-Azhar Tantawi dies after heart attack : MENA,correct,Tantawi,heart attack
134,SF13_ENG_007,per:cause_of_death,heart attack,CONTEXT_POS_135,6,9,24,26,"Sunni Islam 's top cleric Sheikh Mohammed Sayed Tantawi , a controversial figure in Egypt , died on Wednesday in Saudi Arabia of a heart attack suffered while boarding a plane , state media said .",correct,Mohammed Sayed Tantawi,heart attack
135,SF13_ENG_007,per:city_of_birth,Salim,CONTEXT_POS_136,0,1,15,16,"Tantawi , who has three children , was born in 1928 in the village of Salim in Sohag province , about 290 kilometres ( 180 miles ) south of Cairo .",correct,Tantawi,Salim
136,SF13_ENG_007,per:city_of_birth,Salim,CONTEXT_POS_137,0,1,15,16,"Tantawi , who has three children , was born in 1928 in the village of Salim in Sohag province , about 290 kilometres ( 180 miles ) south of the capital , Cairo .",correct,Tantawi,Salim
137,SF13_ENG_007,per:countries_of_residence,Egypt,CONTEXT_POS_138,0,1,5,6,"Tantawi , liberal head of Egypt 's Al-Azhar , dead at 81",correct,Tantawi,Egypt
138,SF13_ENG_007,per:countries_of_residence,Egypt,CONTEXT_POS_139,0,1,5,6,"Tantawi was appointed mufti of Egypt in 1986 , and a decade later succeeded the ultra-conservative Sheikh Gad al-Haq as grand sheikh of Al-Azhar .",correct,Tantawi,Egypt
139,SF13_ENG_007,per:country_of_death,Saudi Arabia,CONTEXT_POS_140,13,16,24,26,"Tayeb , the president of Al-Azhar University since 2003 , succeeds Grand Imam Mohammed Sayed Tantawi , who died of a heart attack in Saudi Arabia on March 10 .",correct,Mohammed Sayed Tantawi,Saudi Arabia
140,SF13_ENG_007,per:country_of_death,Saudi Arabia,CONTEXT_POS_141,1,4,15,17,"Sheikh Mohammed Sayed Tantawi , 81 , died of a heart attack earlier Wednesday in Saudi Arabia .",correct,Mohammed Sayed Tantawi,Saudi Arabia
141,SF13_ENG_007,per:country_of_death,Saudi Arabia,CONTEXT_POS_142,3,4,6,8,Head of Al-Azhar Tantawi dies in Saudi Arabia : report,correct,Tantawi,Saudi Arabia
142,SF13_ENG_007,per:country_of_death,Saudi Arabia,CONTEXT_POS_143,4,7,12,14,"Head of Al-Azhar Sheikh Mohammed Sayed Tantawi died on Wednesday in the Saudi Arabia during a visit there , local media reported .",correct,Mohammed Sayed Tantawi,Saudi Arabia
143,SF13_ENG_007,per:employee_or_member_of,Al-Azhar,CONTEXT_POS_144,0,1,23,24,"Tantawi was appointed mufti of Egypt in 1986 , and a decade later succeeded the ultra-conservative Sheikh Gad al-Haq as grand sheikh of Al-Azhar .",correct,Tantawi,Al-Azhar
144,SF13_ENG_007,per:employee_or_member_of,Al-Azhar,CONTEXT_POS_145,0,1,7,8,"Tantawi , liberal head of Egypt 's Al-Azhar , dead at 81",correct,Tantawi,Al-Azhar
145,SF13_ENG_007,per:employee_or_member_of,Al-Azhar University,CONTEXT_POS_146,12,15,4,6,"Tayeb , president of Al-Azhar University since 2003 , succeeds Grand Imam Mohammed Sayed Tantawi , who died of a heart attack in Saudi Arabia on March 10 at the age of 81 .",correct,Mohammed Sayed Tantawi,Al-Azhar University
146,SF13_ENG_007,per:employee_or_member_of,Al-Azhar University,CONTEXT_POS_147,13,16,5,7,"Tayeb , the president of Al-Azhar University since 2003 , succeeds Grand Imam Mohammed Sayed Tantawi , who died of a heart attack in Saudi Arabia on March 10 .",correct,Mohammed Sayed Tantawi,Al-Azhar University
147,SF13_ENG_007,per:origin,Egyptian,CONTEXT_POS_148,4,7,1,2,"Top Egyptian cleric Sheik Mohammed Sayed Tantawi , whose moderate views angered conservative Muslims , died of a heart attack Wednesday during a visit to Saudi Arabia , the state-owned news agency reported .",correct,Mohammed Sayed Tantawi,Egyptian
148,SF13_ENG_007,per:origin,Egyptian,CONTEXT_POS_149,4,7,1,2,"Top Egyptian cleric Sheik Mohammed Sayed Tantawi , whose views often drew criticism from religious conservatives and secular Muslims , died of a heart attack Wednesday during a visit to Saudi Arabia .",correct,Mohammed Sayed Tantawi,Egyptian
149,SF13_ENG_007,per:schools_attended,Al-Azhar,CONTEXT_POS_150,0,1,23,24,"Tantawi was appointed mufti of Egypt in 1986 , and a decade later succeeded the ultra-conservative Sheikh Gad al-Haq as grand sheikh of Al-Azhar .",correct,Tantawi,Al-Azhar
150,SF13_ENG_007,per:schools_attended,Al-Azhar,CONTEXT_POS_151,0,1,5,6,"Tantawi was appointed head of Al-Azhar , the 10th century university that has trained the majority of Sunni Muslim clerics from Africa and Asia , by Egyptian President Hosni Mubarak in 1996 .",correct,Tantawi,Al-Azhar
151,SF13_ENG_007,per:schools_attended,Al-Azhar,CONTEXT_POS_152,0,1,7,8,"Tantawi , liberal head of Egypt 's Al-Azhar , dead at 81",correct,Tantawi,Al-Azhar
152,SF13_ENG_007,per:schools_attended,Al-Azhar,CONTEXT_POS_153,9,10,26,27,"Last October , a national row broke out after Tantawi banned the niqab , or full face veil , in all residences and schools affiliated to Al-Azhar , except in classrooms where the teacher is male .",correct,Tantawi,Al-Azhar
153,SF13_ENG_007,per:schools_attended,Al-Azhar University,CONTEXT_POS_154,0,1,18,20,"Tantawi received a doctorate in interpretation of the Quran and Sunna , Prophet Muhammad 's teachings , from Al-Azhar University in 1966 .",correct,Tantawi,Al-Azhar University
154,SF13_ENG_007,per:stateorprovince_of_birth,Sohag,CONTEXT_POS_155,0,1,17,18,"Tantawi , who has three children , was born in 1928 in the village of Salim in Sohag province , about 290 kilometres ( 180 miles ) south of Cairo .",correct,Tantawi,Sohag
155,SF13_ENG_007,per:title,cleric,CONTEXT_POS_156,1,4,8,9,"Sheikh Mohammed Sayed Tantawi , the top Egyptian cleric who died on Wednesday on a visit to Saudi Arabia , was regarded as the liberal voice of Sunni Islam , but often criticised at home for pandering to the government .",correct,Mohammed Sayed Tantawi,cleric
156,SF13_ENG_007,per:title,cleric,CONTEXT_POS_157,3,4,2,3,Top Sunni cleric Tantawi dies of heart attack,correct,Tantawi,cleric
157,SF13_ENG_007,per:title,cleric,CONTEXT_POS_158,6,9,3,4,"Egypt 's top cleric , Sheik Mohammed Sayed Tantawi , known for promoting the government agenda against female genital mutilation and the face veil , died of a heart attack Wednesday during a visit to Saudi Arabia .",correct,Mohammed Sayed Tantawi,cleric
158,SF13_ENG_007,per:title,cleric,CONTEXT_POS_159,6,9,4,5,"Sunni Islam 's top cleric Sheikh Mohammed Sayed Tantawi , a controversial figure in Egypt , died on Wednesday in Saudi Arabia of a heart attack suffered while boarding a plane , state media said .",correct,Mohammed Sayed Tantawi,cleric
159,SF13_ENG_007,per:title,cleric,CONTEXT_POS_160,6,9,4,5,"Sunni Islam 's top cleric Sheikh Mohammed Sayed Tantawi , a controversial figure in Egypt , dies in Saudi Arabia of a heart attack suffered while boarding a plane .",correct,Mohammed Sayed Tantawi,cleric
160,SF13_ENG_007,per:title,mufti,CONTEXT_POS_161,0,1,3,4,"Tantawi was appointed mufti of Egypt in 1986 , and a decade later succeeded the ultra-conservative Sheikh Gad al-Haq as grand sheikh of Al-Azhar .",correct,Tantawi,mufti
161,SF13_ENG_007,per:title,mufti,CONTEXT_POS_162,9,10,16,17,"Before being named to the post at Al-Azhar , Tantawi had served as Egypt 's official mufti .",correct,Tantawi,mufti
162,SF13_ENG_007,per:title,scholar,CONTEXT_POS_163,0,1,17,18,"Tantawi left a mixed legacy across the Muslim world , where he was touted as a moderate scholar and supporter of women 's rights but also criticized as an appointed civil servant who merely promoted the agenda of Egypt 's government .",correct,Tantawi,scholar
163,SF13_ENG_007,per:title,scholar,CONTEXT_POS_164,0,1,4,5,Tantawi was a moderate scholar and supporter of women 's rights whose views made him a frequent target of criticism from fundamentalist Muslims .,correct,Tantawi,scholar
164,SF13_ENG_008,per:cause_of_death,heart attack,CONTEXT_POS_165,3,5,8,10,French tennis player Mathieu Montcourt died of a heart attack according to the player 's PR agency .,correct,Mathieu Montcourt,heart attack
165,SF13_ENG_008,per:cause_of_death,heart attack,CONTEXT_POS_166,5,6,20,22,"In a statement Thursday , Montcourt 's communications agency Carre Final said : `` the autopsy , having revealed a heart attack as the cause of death , was followed by toxicological tests that turned out to be negative . ''",correct,Montcourt,heart attack
166,SF13_ENG_008,per:city_of_death,Paris,CONTEXT_POS_167,15,17,24,25,"A moment of silence was held before the first match for 24-year old French player Mathieu Montcourt , who was found dead in his Paris apartment on Tuesday .",correct,Mathieu Montcourt,Paris
167,SF13_ENG_008,per:origin,French,CONTEXT_POS_168,0,1,4,5,"Montcourt complained during the French Open that the punishment was too harsh , saying that he never bet more than $3 at any time , and never on his own matches -- a fact confirmed by the ATP which oversees the men 's Tour .",correct,Montcourt,French
168,SF13_ENG_008,per:origin,French,CONTEXT_POS_169,13,14,1,2,"Four-time French Open champion Rafael Nadal , who grew up playing regularly against Montcourt on the junior circuit , said he was shocked by the news .",correct,Montcourt,French
